,p,mean,std,unvax_aerosol
0,0.7,0.09015546763316143,0.04061059662740892,0.0033586553168618743
1,0.75,0.07679706042680008,0.03833457007068744,0.003116284677302209
2,0.8,0.06800498674102,0.0354737056580459,0.0029625862229473005
3,0.85,0.05750052334233322,0.032054042099224814,0.0027083926253603356
4,0.9,0.04479664535908958,0.02583923278788565,0.0023832612796095658
5,0.95,0.03288085366887789,0.018047184114155377,0.0019990151437222934
6,1.0,0.02334241325187873,0.0005813584720752818,0.0015911230917804195
