p,mean,std
0.7,0.08956823453244352,0.057479732597977
0.75,0.07859561273519852,0.05327868028729168
0.8,0.06898509968177362,0.04936299444496172
0.85,0.05820139139144748,0.04394396027181768
0.9,0.041412495906192975,0.03375355589842197
0.95,0.03147189488444587,0.02702185595782416
1.0,0.018585760857490148,0.0053768024735965534
