p,mean,std
0.7,0.043650284586559715,0.025334565321438518
0.75,0.03457812763226854,0.02379849977850814
0.8,0.030701174650124997,0.02285604611142788
0.85,0.02529093746804326,0.020434906223091052
0.9,0.017640364519165366,0.014800733794643858
0.95,0.012674251026638862,0.010615451448224502
1.0,0.008097404831671885,0.0019490211385641218
