,p,mean,std,unvax_aerosol
0,0.7,0.031392360049871545,0.020300109193859616,0.00034755727080562474
1,0.75,0.026702739050220758,0.019033245475161557,0.0003201596786359027
2,0.8,0.02416867873998549,0.017857720986041974,0.0003105705213765
3,0.85,0.01968617946570001,0.015255843920803034,0.00028659762822799315
4,0.9,0.01274142052857102,0.01111433053498049,0.0002249530458461186
5,0.95,0.009506653408303412,0.008801478604177937,0.00018796629641699384
6,1.0,0.005916098558628333,0.001634111424042245,0.00014413014894543855
