,p,mean,std,unvax_aerosol
0,0.7,0.010029856172547055,0.006236462775234757,0.0
1,0.75,0.008721935705643797,0.005825459685782007,0.0
2,0.8,0.007728620151012042,0.005579626727798094,0.0
3,0.85,0.006166070953700703,0.004887098083470791,0.0
4,0.9,0.0047281922083547735,0.004259480779857175,0.0
5,0.95,0.003293023128797945,0.002943391691673193,0.0
6,1.0,0.0018416411388700816,0.0005343561795088474,0.0
