p,mean,std
0.0,0.006443890143353578,0.0018942146171004705
0.1,0.006016120750904674,0.001988939506863784
0.2,0.005329508740124259,0.002125347175527462
0.30000000000000004,0.004671626231252504,0.002039230130052639
0.4,0.004421939669140257,0.0020881122540868814
0.5,0.003653895419567434,0.0020165726581141395
0.6000000000000001,0.0032173278592607774,0.001864036549306157
0.7000000000000001,0.002533183800774066,0.0017652304616918326
0.8,0.0018342355568737169,0.0015258351333818983
0.9,0.0011160148799845252,0.0011117323493481394
1.0,0.00039506380641090053,0.00012085967013509501
