,p,mean,std,unvax_aerosol
0,0.7,0.0291982115105777,0.014246362374812822,0.0010784012420894163
1,0.75,0.02554537381378195,0.013241615406108444,0.0010302265024366903
2,0.8,0.022333681782306256,0.012389903208929735,0.0009652953316004076
3,0.85,0.01787526566644574,0.010987476658103046,0.0008354329899278423
4,0.9,0.013864453527795728,0.009042999085691615,0.0007286107411326677
5,0.95,0.011314619218451864,0.007467973411458376,0.0006699632319902187
6,1.0,0.006765254978844615,0.0001671541967774444,0.0004479405188080908
