p,mean,std
0.0,0.025942375490673627,0.008625758276437735
0.1,0.02366565999200078,0.008538029697960267
0.2,0.020345713624745115,0.008176239578503183
0.30000000000000004,0.01805072520251835,0.008077472058916837
0.4,0.01589137096266123,0.007794860495212081
0.5,0.014081898044983748,0.007169015605457408
0.6000000000000001,0.011272377101270669,0.006575277160720513
0.7000000000000001,0.009053212654265912,0.00567969388736613
0.8,0.006391356391990133,0.004824657739896371
0.9,0.003869009371918878,0.0031753464833950092
1.0,0.0016248223538890935,0.0005309951675946978
