p,mean,std
0.0,0.0007118971695414607,0.00021346851535281318
0.1,0.0005792840996461913,0.00019830313348543062
0.2,0.0004668290989446585,0.00017690740098599787
0.30000000000000004,0.0003708875773977689,0.0001534402623700615
0.4,0.00028556968757546884,0.00012576748838384467
0.5,0.00020785550546560878,0.00010675479938674491
0.6000000000000001,0.00014315884755004252,8.14570874612771e-05
0.7000000000000001,9.486675718217691e-05,6.105534019396591e-05
0.8,5.815823958601792e-05,4.045878530986736e-05
0.9,2.6860851119703863e-05,2.149994850854444e-05
1.0,6.703136520880968e-06,2.0197987745220024e-06
