,N,p,infected,number_unvax,number_unvax_seats,ind,feet_apart
155,36,0.1,0.0675971656474009,32,294.0,0,1.0
156,36,0.1,0.03246152099530164,32,294.0,0,1.0
157,36,0.1,0.0206388683715788,32,294.0,0,1.0
158,36,0.1,0.05024255238580588,32,294.0,0,1.0
159,36,0.1,9.217087799312518e-05,32,294.0,0,1.0
160,36,0.1,0.061477889953231196,32,294.0,0,1.0
161,36,0.1,0.04904776047127657,32,294.0,0,1.0
162,36,0.1,0.05283636517783405,32,294.0,0,1.0
163,36,0.1,0.0023287600976736045,32,294.0,1,1.0
164,36,0.1,0.05064998007304192,32,294.0,0,1.0
165,36,0.1,0.030486110512819187,32,294.0,0,1.0
166,36,0.1,0.08095190510409,32,294.0,0,1.0
167,36,0.1,0.07430971866655378,32,294.0,0,1.0
168,36,0.1,0.004669899631607383,32,294.0,0,1.0
169,36,0.1,0.0032987781818198114,32,294.0,1,1.0
170,36,0.1,0.08889537959975252,32,294.0,0,1.0
171,36,0.1,0.04706492217896044,32,294.0,0,1.0
172,36,0.1,0.03972919964569577,32,294.0,0,1.0
173,36,0.1,0.06660056757454882,32,294.0,0,1.0
174,36,0.1,0.08951029780489103,32,294.0,0,1.0
175,36,0.1,0.016062198708759856,32,294.0,0,1.0
176,36,0.1,0.004857828912847417,32,294.0,0,1.0
177,36,0.1,0.0875903150114217,32,294.0,0,1.0
178,36,0.1,0.06690352057348223,32,294.0,0,1.0
179,36,0.1,0.11008484838859575,32,294.0,0,1.0
180,36,0.1,0.05549782222372748,32,294.0,0,1.0
181,36,0.1,0.06353597566672292,32,294.0,0,1.0
182,36,0.1,0.012580628681803097,32,294.0,0,1.0
183,36,0.1,0.0011598127629542931,32,294.0,1,1.0
184,36,0.1,0.06121532908985686,32,294.0,0,1.0
185,36,0.1,0.013604951929470588,32,294.0,0,1.0
186,36,0.1,0.04115928413788261,32,294.0,0,1.0
187,36,0.1,0.07678969071971495,32,294.0,0,1.0
188,36,0.1,0.11513253641615459,32,294.0,0,1.0
189,36,0.1,0.03594233178621711,32,294.0,0,1.0
190,36,0.1,0.03755105863361971,32,294.0,0,1.0
191,36,0.1,0.06182582945173548,32,294.0,0,1.0
192,36,0.1,0.06557617360120577,32,294.0,0,1.0
193,36,0.1,0.04454448430531935,32,294.0,0,1.0
194,36,0.1,0.04969601275723312,32,294.0,0,1.0
195,36,0.1,0.05537229678945116,32,294.0,0,1.0
196,36,0.1,0.08599777528982375,32,294.0,0,1.0
197,36,0.1,0.054423391167653906,32,294.0,0,1.0
198,36,0.1,0.06473784259496981,32,294.0,0,1.0
199,36,0.1,0.008369307918894342,32,294.0,0,1.0
200,36,0.2,0.07285993966677959,29,294.0,0,1.0
201,36,0.2,0.011009241318063079,29,294.0,0,1.0
202,36,0.2,0.10117713657451607,29,294.0,0,1.0
203,36,0.2,0.05665587340818434,29,294.0,0,1.0
204,36,0.2,0.03399728119203313,29,294.0,0,1.0
205,36,0.2,0.10148762047037471,29,294.0,0,1.0
206,36,0.2,0.0498771501937707,29,294.0,0,1.0
207,36,0.2,0.04927913933149308,29,294.0,0,1.0
208,36,0.2,0.012602729258932355,29,294.0,0,1.0
209,36,0.2,0.024200015180622703,29,294.0,0,1.0
210,36,0.2,0.07371252941276621,29,294.0,0,1.0
211,36,0.2,0.005186724865366282,29,294.0,0,1.0
212,36,0.2,0.07669101062073935,29,294.0,0,1.0
213,36,0.2,0.01911704455112903,29,294.0,0,1.0
214,36,0.2,0.07473172892361196,29,294.0,0,1.0
215,36,0.2,0.03890250557007738,29,294.0,0,1.0
216,36,0.2,0.06482376857890002,29,294.0,0,1.0
217,36,0.2,0.07410984093873849,29,294.0,0,1.0
218,36,0.2,0.07079509186494978,29,294.0,0,1.0
219,36,0.2,0.03930922203850143,29,294.0,0,1.0
220,36,0.2,0.07468715949503912,29,294.0,0,1.0
221,36,0.2,0.10494162014508018,29,294.0,0,1.0
222,36,0.2,0.005493591970195055,29,294.0,0,1.0
223,36,0.2,0.04964463563052357,29,294.0,0,1.0
224,36,0.2,0.04520659679402264,29,294.0,0,1.0
225,36,0.2,0.03832966214988742,29,294.0,0,1.0
226,36,0.2,0.0,29,294.0,0,1.0
227,36,0.2,0.046732694773593486,29,294.0,0,1.0
228,36,0.2,0.050796117139603164,29,294.0,0,1.0
229,36,0.2,0.04599227906967304,29,294.0,0,1.0
230,36,0.2,0.0005714313908644908,29,294.0,1,1.0
231,36,0.2,0.02807042038579921,29,294.0,0,1.0
232,36,0.2,0.04324506809784201,29,294.0,0,1.0
233,36,0.2,0.04691483902720081,29,294.0,0,1.0
234,36,0.2,0.13464652175877087,29,294.0,0,1.0
235,36,0.2,0.09958129224390488,29,294.0,0,1.0
236,36,0.2,0.0027195143455720494,29,294.0,1,1.0
237,36,0.2,0.044906151041966574,29,294.0,0,1.0
238,36,0.2,0.0446645791008673,29,294.0,0,1.0
239,36,0.2,0.07747495397538073,29,294.0,0,1.0
240,36,0.2,0.06759062685154577,29,294.0,0,1.0
241,36,0.2,0.0016880464796930061,29,294.0,0,1.0
242,36,0.2,0.004069624719608783,29,294.0,1,1.0
243,36,0.2,0.004039676871228387,29,294.0,0,1.0
244,36,0.2,0.005569217309022267,29,294.0,1,1.0
245,36,0.2,0.05101277423893791,29,294.0,0,1.0
246,36,0.2,0.07823183882019363,29,294.0,0,1.0
247,36,0.2,0.0008105471059478286,29,294.0,0,1.0
248,36,0.2,0.009312147744930888,29,294.0,0,1.0
249,36,0.2,0.07362556443021068,29,294.0,0,1.0
250,36,0.2,0.008397016372732685,29,294.0,0,1.0
251,36,0.2,0.07636850192836878,29,294.0,0,1.0
252,36,0.2,0.07327182489193607,29,294.0,0,1.0
253,36,0.2,0.11458151240229797,29,294.0,0,1.0
254,36,0.2,0.026087363894076815,29,294.0,0,1.0
255,36,0.2,0.04763474807845147,29,294.0,0,1.0
256,36,0.2,0.042298615513072235,29,294.0,0,1.0
257,36,0.2,0.04600163567961191,29,294.0,0,1.0
258,36,0.2,0.03666656241449451,29,294.0,0,1.0
259,36,0.2,0.028017520954969205,29,294.0,0,1.0
260,36,0.2,0.08300369438102065,29,294.0,0,1.0
261,36,0.2,0.044101691264914256,29,294.0,0,1.0
262,36,0.2,0.05028130824341931,29,294.0,0,1.0
263,36,0.2,0.0849847973793007,29,294.0,0,1.0
264,36,0.2,0.07470146917383325,29,294.0,0,1.0
265,36,0.2,0.025289644268286726,29,294.0,0,1.0
266,36,0.2,0.09573113873252842,29,294.0,0,1.0
267,36,0.2,0.050684376262644215,29,294.0,0,1.0
268,36,0.2,0.10930404675162314,29,294.0,0,1.0
269,36,0.2,0.10808996639363141,29,294.0,0,1.0
270,36,0.2,0.04250145106352729,29,294.0,0,1.0
271,36,0.2,0.08318905283433517,29,294.0,0,1.0
272,36,0.2,0.03815242707128161,29,294.0,0,1.0
273,36,0.2,0.012215479107507005,29,294.0,0,1.0
274,36,0.2,0.008236918493238182,29,294.0,0,1.0
275,36,0.2,0.09124260638285747,29,294.0,0,1.0
276,36,0.2,0.03383218871919358,29,294.0,0,1.0
277,36,0.2,0.04976052902470138,29,294.0,0,1.0
278,36,0.2,0.0024221603457702523,29,294.0,1,1.0
279,36,0.2,0.08387542033702755,29,294.0,0,1.0
280,36,0.2,0.03940505475996467,29,294.0,0,1.0
281,36,0.2,0.11115787824583376,29,294.0,0,1.0
282,36,0.2,0.07973180734380628,29,294.0,0,1.0
283,36,0.2,0.07700109485940282,29,294.0,0,1.0
284,36,0.2,0.01165881051085263,29,294.0,0,1.0
285,36,0.2,0.04467775322243975,29,294.0,0,1.0
286,36,0.2,0.08302209592518792,29,294.0,0,1.0
287,36,0.2,0.023438094207345966,29,294.0,0,1.0
288,36,0.2,0.04045731015411583,29,294.0,0,1.0
289,36,0.2,0.05610013767747915,29,294.0,0,1.0
290,36,0.2,0.08680060430464306,29,294.0,0,1.0
291,36,0.2,0.0737057764262084,29,294.0,0,1.0
292,36,0.2,0.04211414630426419,29,294.0,0,1.0
293,36,0.2,0.007456592699209341,29,294.0,0,1.0
294,36,0.2,0.08449979910764963,29,294.0,0,1.0
295,36,0.2,0.04338008256625317,29,294.0,0,1.0
296,36,0.2,0.01230981493320929,29,294.0,0,1.0
297,36,0.2,0.04308448952023994,29,294.0,0,1.0
298,36,0.2,0.0024746072104523953,29,294.0,0,1.0
299,36,0.2,0.061404319276453845,29,294.0,0,1.0
300,36,0.30000000000000004,0.07343916152110885,25,294.0,0,1.0
301,36,0.30000000000000004,0.011412541771928575,25,294.0,0,1.0
302,36,0.30000000000000004,0.03948847674957345,25,294.0,0,1.0
303,36,0.30000000000000004,0.0036295614111321595,25,294.0,0,1.0
304,36,0.30000000000000004,0.030737032804558306,25,294.0,0,1.0
305,36,0.30000000000000004,0.04652697842226916,25,294.0,0,1.0
306,36,0.30000000000000004,0.033871744383184466,25,294.0,0,1.0
307,36,0.30000000000000004,0.0791589242647075,25,294.0,0,1.0
308,36,0.30000000000000004,0.07604400778976972,25,294.0,0,1.0
309,36,0.30000000000000004,0.04316618506555281,25,294.0,0,1.0
310,36,0.30000000000000004,0.04701812906614419,25,294.0,0,1.0
311,36,0.30000000000000004,0.07259165055453631,25,294.0,0,1.0
312,36,0.30000000000000004,0.046870932228921275,25,294.0,0,1.0
313,36,0.30000000000000004,0.02010208904246452,25,294.0,0,1.0
314,36,0.30000000000000004,0.10729502801357438,25,294.0,0,1.0
315,36,0.30000000000000004,0.07545610101213421,25,294.0,0,1.0
316,36,0.30000000000000004,0.039425686449859276,25,294.0,0,1.0
317,36,0.30000000000000004,0.05968367545432232,25,294.0,0,1.0
318,36,0.30000000000000004,0.06037015774024798,25,294.0,0,1.0
319,36,0.30000000000000004,0.0020504192857743186,25,294.0,1,1.0
320,36,0.30000000000000004,0.05841263308368416,25,294.0,0,1.0
321,36,0.30000000000000004,0.0845607483852285,25,294.0,0,1.0
322,36,0.30000000000000004,0.0053968700583706675,25,294.0,1,1.0
323,36,0.30000000000000004,0.010803326280339864,25,294.0,0,1.0
324,36,0.30000000000000004,0.04917519148676053,25,294.0,0,1.0
325,36,0.30000000000000004,0.0,25,294.0,0,1.0
326,36,0.30000000000000004,0.029015696625152576,25,294.0,0,1.0
327,36,0.30000000000000004,0.0003115938590023404,25,294.0,0,1.0
328,36,0.30000000000000004,0.004779055618015615,25,294.0,1,1.0
329,36,0.30000000000000004,0.004899258253992483,25,294.0,0,1.0
330,36,0.30000000000000004,0.0017040469064538433,25,294.0,1,1.0
331,36,0.30000000000000004,0.08847265164055748,25,294.0,0,1.0
332,36,0.30000000000000004,0.009728256846870953,25,294.0,0,1.0
333,36,0.30000000000000004,0.07950775810434665,25,294.0,0,1.0
334,36,0.30000000000000004,0.04901502122179907,25,294.0,0,1.0
335,36,0.30000000000000004,0.023414511578911973,25,294.0,0,1.0
336,36,0.30000000000000004,0.04181283611156125,25,294.0,0,1.0
337,36,0.30000000000000004,0.009782026287944695,25,294.0,1,1.0
338,36,0.30000000000000004,0.08080801338378471,25,294.0,0,1.0
339,36,0.30000000000000004,0.027827191657357003,25,294.0,0,1.0
340,36,0.30000000000000004,0.0064491347706798485,25,294.0,0,1.0
341,36,0.30000000000000004,0.053353032768645114,25,294.0,0,1.0
342,36,0.30000000000000004,0.0553789548521397,25,294.0,0,1.0
343,36,0.30000000000000004,0.10817516512533962,25,294.0,0,1.0
344,36,0.30000000000000004,0.052024814497189986,25,294.0,0,1.0
345,36,0.30000000000000004,0.05481833888132373,25,294.0,0,1.0
346,36,0.30000000000000004,0.09786881926791904,25,294.0,0,1.0
347,36,0.30000000000000004,0.05714015722128227,25,294.0,0,1.0
348,36,0.30000000000000004,0.07004315990893939,25,294.0,0,1.0
349,36,0.30000000000000004,0.05711712412823183,25,294.0,0,1.0
350,36,0.30000000000000004,0.06835071255826075,25,294.0,0,1.0
351,36,0.30000000000000004,0.12715430378357176,25,294.0,0,1.0
352,36,0.30000000000000004,0.050107043673657786,25,294.0,0,1.0
353,36,0.30000000000000004,0.09113097057193989,25,294.0,0,1.0
354,36,0.30000000000000004,0.06317873079831818,25,294.0,0,1.0
355,36,0.30000000000000004,0.11414374957179205,25,294.0,0,1.0
356,36,0.30000000000000004,0.03355304052432273,25,294.0,0,1.0
357,36,0.30000000000000004,0.11148732945643502,25,294.0,0,1.0
358,36,0.30000000000000004,0.06477626606941173,25,294.0,0,1.0
359,36,0.30000000000000004,0.0472840702722126,25,294.0,0,1.0
360,36,0.30000000000000004,0.04593200011258147,25,294.0,0,1.0
361,36,0.30000000000000004,0.02682220974585997,25,294.0,0,1.0
362,36,0.30000000000000004,0.05605973972028566,25,294.0,0,1.0
363,36,0.30000000000000004,0.04375666384111329,25,294.0,0,1.0
364,36,0.30000000000000004,0.0011428549515658804,25,294.0,1,1.0
365,36,0.30000000000000004,0.0009304521819419043,25,294.0,0,1.0
366,36,0.30000000000000004,0.0033847717570620606,25,294.0,0,1.0
367,36,0.30000000000000004,0.003276817691410555,25,294.0,0,1.0
368,36,0.30000000000000004,0.09698031749225028,25,294.0,0,1.0
369,36,0.30000000000000004,0.0635446948420797,25,294.0,0,1.0
370,36,0.30000000000000004,0.05192501027494775,25,294.0,0,1.0
371,36,0.30000000000000004,0.0071966072236480105,25,294.0,0,1.0
372,36,0.30000000000000004,0.0,25,294.0,0,1.0
373,36,0.30000000000000004,0.0098343350502349,25,294.0,0,1.0
374,36,0.30000000000000004,0.005665586648704701,25,294.0,0,1.0
375,36,0.30000000000000004,0.04776372102363724,25,294.0,0,1.0
376,36,0.30000000000000004,0.06084093721575751,25,294.0,0,1.0
377,36,0.30000000000000004,0.0,25,294.0,0,1.0
378,36,0.30000000000000004,0.04157998668045726,25,294.0,0,1.0
379,36,0.30000000000000004,0.04439687063986028,25,294.0,0,1.0
380,36,0.30000000000000004,0.06408866811870392,25,294.0,0,1.0
381,36,0.30000000000000004,0.09456199118541292,25,294.0,0,1.0
382,36,0.30000000000000004,0.046384896208489235,25,294.0,0,1.0
383,36,0.30000000000000004,0.02940567025877444,25,294.0,0,1.0
384,36,0.30000000000000004,0.07465604813424356,25,294.0,0,1.0
385,36,0.30000000000000004,0.00019161450761889798,25,294.0,1,1.0
386,36,0.30000000000000004,0.003290376716239801,25,294.0,1,1.0
387,36,0.30000000000000004,0.05017911782385581,25,294.0,0,1.0
388,36,0.30000000000000004,0.061225748872621555,25,294.0,0,1.0
389,36,0.30000000000000004,0.001807333951035578,25,294.0,1,1.0
390,36,0.30000000000000004,0.05836662772971482,25,294.0,0,1.0
391,36,0.30000000000000004,0.054676612258081514,25,294.0,0,1.0
392,36,0.30000000000000004,0.005114249711780927,25,294.0,0,1.0
393,36,0.30000000000000004,0.07115658952259934,25,294.0,0,1.0
394,36,0.30000000000000004,0.08019080565504369,25,294.0,0,1.0
395,36,0.30000000000000004,0.044232054336948934,25,294.0,0,1.0
396,36,0.30000000000000004,0.00041354164250842484,25,294.0,1,1.0
397,36,0.30000000000000004,0.04593639159598331,25,294.0,0,1.0
398,36,0.30000000000000004,0.09068049021679361,25,294.0,0,1.0
399,36,0.30000000000000004,0.04207270300626545,25,294.0,0,1.0
400,36,0.4,0.029604984830442188,22,294.0,0,1.0
401,36,0.4,0.08761644872323776,22,294.0,0,1.0
402,36,0.4,0.049149445803373465,22,294.0,0,1.0
403,36,0.4,0.061683359790309034,22,294.0,0,1.0
404,36,0.4,0.05221874126516057,22,294.0,0,1.0
405,36,0.4,0.001102771497291738,22,294.0,1,1.0
406,36,0.4,0.010584363829687332,22,294.0,1,1.0
407,36,0.4,0.09145106658053578,22,294.0,0,1.0
408,36,0.4,0.0429750130834598,22,294.0,0,1.0
409,36,0.4,0.04392305260838969,22,294.0,0,1.0
410,36,0.4,0.063057018679854,22,294.0,0,1.0
411,36,0.4,0.08399476782350818,22,294.0,0,1.0
412,36,0.4,0.008727757138639186,22,294.0,0,1.0
413,36,0.4,0.015907643741301353,22,294.0,0,1.0
414,36,0.4,0.05795485850061008,22,294.0,0,1.0
415,36,0.4,0.04446188576506041,22,294.0,0,1.0
416,36,0.4,0.08371961101375217,22,294.0,0,1.0
417,36,0.4,0.009785030598967237,22,294.0,0,1.0
418,36,0.4,0.0365912856792924,22,294.0,0,1.0
419,36,0.4,0.04980117936555248,22,294.0,0,1.0
420,36,0.4,0.024825864120054414,22,294.0,0,1.0
421,36,0.4,0.05874738296272794,22,294.0,0,1.0
422,36,0.4,0.0019282008713301935,22,294.0,1,1.0
423,36,0.4,0.001606152477353212,22,294.0,1,1.0
424,36,0.4,0.05304080894603189,22,294.0,0,1.0
425,36,0.4,0.04610693020488654,22,294.0,0,1.0
426,36,0.4,0.003924198304469079,22,294.0,1,1.0
427,36,0.4,0.061490319529353216,22,294.0,0,1.0
428,36,0.4,0.05771724722717164,22,294.0,0,1.0
429,36,0.4,0.05559123649588027,22,294.0,0,1.0
430,36,0.4,0.027623425340605384,22,294.0,0,1.0
431,36,0.4,0.03367145062229121,22,294.0,0,1.0
432,36,0.4,0.011469511443377572,22,294.0,0,1.0
433,36,0.4,0.06058467017157654,22,294.0,0,1.0
434,36,0.4,0.01743564349100954,22,294.0,1,1.0
435,36,0.4,0.07953748767115698,22,294.0,0,1.0
436,36,0.4,0.052432345036646705,22,294.0,0,1.0
437,36,0.4,0.07719550762546298,22,294.0,0,1.0
438,36,0.4,0.07806574730510762,22,294.0,0,1.0
439,36,0.4,0.05888274122252482,22,294.0,0,1.0
440,36,0.4,0.001271789126759737,22,294.0,1,1.0
441,36,0.4,0.045607640310629166,22,294.0,0,1.0
442,36,0.4,0.004216174970674308,22,294.0,1,1.0
443,36,0.4,0.04600673255993845,22,294.0,0,1.0
444,36,0.4,0.06592080436707246,22,294.0,0,1.0
445,36,0.4,0.04539940436288792,22,294.0,0,1.0
446,36,0.4,0.058205205699186136,22,294.0,0,1.0
447,36,0.4,0.03327657278733853,22,294.0,0,1.0
448,36,0.4,0.039274847421321785,22,294.0,0,1.0
449,36,0.4,0.06320387966983529,22,294.0,0,1.0
450,36,0.4,0.06269947529444428,22,294.0,0,1.0
451,36,0.4,0.034227316985666945,22,294.0,0,1.0
452,36,0.4,0.004865952091213904,22,294.0,1,1.0
453,36,0.4,0.005951562673197103,22,294.0,0,1.0
454,36,0.4,0.03461290006909265,22,294.0,0,1.0
455,36,0.4,0.0564788527020825,22,294.0,0,1.0
456,36,0.4,0.09150828072233291,22,294.0,0,1.0
457,36,0.4,0.040020935249640566,22,294.0,0,1.0
458,36,0.4,0.056288257446432455,22,294.0,0,1.0
459,36,0.4,0.03604210238746389,22,294.0,0,1.0
460,36,0.4,0.012878737553787656,22,294.0,0,1.0
461,36,0.4,0.08288760905783693,22,294.0,0,1.0
